"Date","Boat.name","Gear.Type","Fishing.Location","No..of.Days.fishing","No..of.Hauls","Average.Haul.Time..Hours.","Depth..wav.","Fishing.Trip.Start","Fishing.Trip.End","Snakes.caught","Number","Remarks"
"31.12.17","98b01671","Trawler",,"NA","NA","NA","NA",,,"Yes","2",
,"NA",,,"NA","NA","NA","NA",,,,,
"01-01-2018","fb1ab99a","Trawler",,"NA","NA","NA","NA","NA","NA","NA","NA","NA"
"01-02-2018","1ba84a55","Trawler",,3,"NA","NA","NA","NA","NA","NA","NA","NA"
"01-02-2019","35f4a08f","Trawler","Kavada Rock",2,3,3,"NA","NA","NA","NA","NA","NA"
"01-03-2018","c35887a3","Trawler",,1,3,3.5,"NA","NA","NA","NA","NA","NA"
"01-03-2019","769531f8","Trawler","Vengurla",5,3,3,"NA","NA","NA","NA","NA","NA"
"01-04-2018","c35887a3","Trawler","Vengurla",1,3,"NA","NA","NA","NA","NA","NA","NA"
"01-04-2019","00685705","Trawler","Vengurla",2,3,"NA","NA","NA","NA","NA","NA","NA"
"01-11-2018","9cd2e656","Trawler","Devgad",2,3,4,"NA","NA","NA","NA","NA","NA"
"02-01-2019","92001d26","Trawler","Malvan",2,3,3,"NA","NA","NA","NA","NA","NA"
"02-02-2018","c35887a3","Trawler",,2,4,3,"NA","NA","NA","NA","NA","NA"
"02-03-2018","c8fce031","Trawler",,3,3,3.5,"NA","NA","NA","NA","NA","NA"
"02-03-2018","98b01671","Trawler",,2,3,2.25,"NA","NA","NA","NA","NA","NA"
"02-05-2018","e8ca6379","Trawler","Aachara",2,3,4,"NA","NA","NA","NA","NA","NA"
"02-11-2018","6879273a","Trawler","Malvan - Devgad",3,3,4,"NA","NA","NA","NA","NA","NA"
"03-01-2018","6213e820","Trawler",,"NA","NA","NA","NA","NA","NA","NA","NA","NA"
"03-05-2018","c35887a3","Trawler","Vengurla",1,4,"NA","NA","NA","NA","NA","NA","NA"
"03-11-2018","e376caa5","Trawler","Malvan - North",2,3,3,"NA","NA","NA","NA","NA","NA"
"03-12-2018","f5be31ca","Trawler","Devgad",4,3,4,"NA","NA","NA","NA","NA","NA"
"04-01-2018","1514d8b6","Trawler",,"NA","NA","NA","NA","NA","NA","NA","NA","NA"
"04-01-2019","936a3142","Trawler","Juva Pankhol",2,2.5,"NA","NA","NA","NA","NA","NA","NA"
"04-02-2018","23b0e6b8","Trawler",,2,3,3,"NA","NA","NA","NA","NA","NA"
"04-02-2018","c8fce031","Trawler",,3,3,4,"NA","NA","NA","NA","NA","NA"
"04-03-2019","9cd2e656","Trawler","Red",2,3,"NA","NA","NA","NA","NA","NA","NA"
"04-04-2018","00685705","Trawler","Juva Pankhol",2,3,3,"NA","NA","NA","NA","NA","NA"
"04-04-2019","177a67db","Trawler","Devgad",3,3,3,"NA","NA","NA","NA","NA","NA"
"05-02-2018","98b01671","Trawler",,2,4,2.5,"NA","NA","NA","NA","NA","NA"
"05-02-2019","6422cff5","Trawler","Vengurla",3,3,3,"NA","NA","NA","NA","NA","NA"
"05-03-2018","c8fce031","Trawler",,3,3.5,4,"NA","NA","NA","NA","NA","NA"
"05-04-2018","e8ca6379","Trawler","Off Malvan",1,2,3,"NA","NA","NA","NA","NA","NA"
"05-12-2018","9424727f","Trawler","Ratnagiri",2,3,3,"NA","NA","NA","NA","NA","NA"
"06-01-2018","8b704d15","Trawler",,"NA","NA","NA","NA","NA","NA","NA","NA","NA"
"06-01-2018","fc777d83","Trawler",,4,"NA","NA","NA","NA","NA","NA","NA","NA"
"06-01-2018","657e2c39","Trawler",,"NA","NA","NA","NA","NA","NA","NA","NA","NA"
"06-02-2018","c35887a3","Trawler",,1,4,3,"NA","NA","NA","NA","NA","NA"
"06-03-2018","98b01671","Trawler",,2,3,2.25,"NA","NA","NA","NA","NA","NA"
"06-11-2018","36fdfc51","Trawler","Malvan",3,3,2.5,"NA","NA","NA","NA","NA","NA"
"06-12-2018","35f4a08f","Trawler","Malvan",1,2,2,"NA","NA","NA","NA","NA","NA"
"07-01-2018","554937f1","Trawler",,5.5,"NA","NA","NA","NA","NA","NA","NA","NA"
"07-01-2018","12791caf","Trawler",,"NA","NA","NA","NA","NA","NA","NA","NA","NA"
"07-01-2018","82c6013e","Trawler",,"NA","NA","NA","NA","NA","NA","NA","NA","NA"
"07-01-2018","6c340e88","Trawler",,1,"NA","NA","NA","NA","NA","NA","NA","NA"
"07-02-2019","43367309","Trawler","Malvan",1,1,3,"NA","NA","NA","NA","NA","NA"
"07-04-2018","f93b4157","Trawler","Vengurla",2,3,3,"NA","NA","NA","NA","NA","NA"
"07-05-2018","c35887a3","Trawler","Vengurla",2,4,"NA","NA","NA","NA","NA","NA","NA"
"07-11-2018","c75c7e31","Trawler","Sarjekot",3,3,3,"NA","NA","NA","NA","NA","NA"
"08-02-2018","c35887a3","Trawler",,2,4,3,"NA","NA","NA","NA","NA","NA"
"08-03-2018","c35887a3","Trawler",,1,4,3,"NA","NA","NA","NA","NA","NA"
"08-03-2019","7852c19f","Trawler","Devgad",3,"NA","NA","NA","NA","NA","NA","NA","NA"
"08-04-2019","804168bc","Trawler","Aachara",2,3,3,"NA","NA","NA","NA","NA","NA"
"09-01-2018","804e2706","Trawler",,1,"NA","NA","NA","NA","NA","NA","NA","NA"
"09-01-2019","6879273a","Trawler","Malvan",4,3,3,"NA","NA","NA","NA","NA","NA"
"09-02-2018","e8ca6379","Trawler",,3,3,3.25,"NA","NA","NA","NA","NA","NA"
"09-03-2018","e8ca6379","Trawler",,3,3,3,"NA","NA","NA","NA","NA","NA"
"09-04-2018","c35887a3","Trawler","Vengurla",1,3,"NA","NA","NA","NA","NA","NA","NA"
"09-05-2018","e8ca6379","Trawler","Malvan",2,3,3,"NA","NA","NA","NA","NA","NA"
"09-05-2018","98b01671","Trawler","Devgad",2,3.5,"NA","NA","NA","NA","NA","NA","NA"
"09-11-2018","9cd2e656","Trawler",,2,3,3,"NA","NA","NA","NA","NA","NA"
"10-02-2018","c35887a3","Trawler",,1,3,3,"NA","NA","NA","NA","NA","NA"
"10-02-2019","daac9a50","Trawler","Malvan",1,2,"NA","NA","NA","NA","NA","NA","NA"
"11-02-2018","98b01671","Trawler",,2,3,2.25,"NA","NA","NA","NA","NA","NA"
"11-02-2019","936a3142","Trawler","Malvan - Kavada Rock",2,3,"NA","NA","NA","NA","NA","NA","NA"
"11-03-2019","00685705","Trawler","Aachara",2,2.5,"NA","NA","NA","NA","NA","NA","NA"
"11-04-2018","98b01671","Trawler","Mithbav",2,"NA","NA","NA","NA","NA","NA","NA","NA"
"11-11-2018","c35887a3","Trawler","Juva Pankhol",1,3,3,"NA","NA","NA","NA","NA","NA"
"11-12-2018","804168bc","Trawler","Devgad",1,2,3,"NA","NA","NA","NA","NA","NA"
"12-03-2018","98b01671","Trawler","Off Malvan",2,3,3,"NA","NA","NA","NA","NA","NA"
"12-12-2018","345dff06","Trawler","Malvan",1,2,4,"NA","NA","NA","NA","NA","NA"
"13-02-2019","177a67db","Trawler","Malvan",3,2,4.5,"NA","NA","NA","NA","NA","NA"
"13-03-2018","c35887a3","Trawler","Vengurla",1,4,3,"NA","NA","NA","NA","NA","NA"
"13-03-2019","631ac303","Trawler","Malvan",1,3,3.25,"NA","NA","NA","NA","NA","NA"
"13-11-2018","f93b4157","Trawler","Malvan - North",3,3,3,"NA","NA","NA","NA","NA","NA"
"14-02-2018","e8ca6379","Trawler",,3,3,3,"NA","NA","NA","NA","NA","NA"
"15-03-2018","c35887a3","Trawler","Vengurla",1,4,3,"NA","NA","NA","NA","NA","NA"
"15-03-2019","6422cff5","Trawler","Vengurla",3,3,3,"NA","NA","NA","NA","NA","NA"
"15-04-2018","00685705","Trawler","Off Malvan",2,2.5,3,"NA","NA","NA","NA","NA","NA"
"15-11-2018","88d44a23","Trawler","Aachara",2,3,3,"NA","NA","NA","NA","NA","NA"
"16-01-2018","6cc86012","Trawler",,"NA","NA","NA","NA","NA","NA","NA","NA","NA"
"16-02-2018","c8f67792","Trawler",,2,3,"NA","NA","NA","NA","NA","NA","NA"
"16-11-2018","c35887a3","Trawler",,1,"NA","NA","NA","NA","NA","NA","NA","NA"
"17-01-2019","9cd2e656","Trawler","Malvan",2,3,3,"NA","NA","NA","NA","NA","NA"
"17-02-2018","c35887a3","Trawler",,1,3,3,"NA","NA","NA","NA","NA","NA"
"17-03-2018","e8ca6379","Trawler","Devgad",3,3,3,"NA","NA","NA","NA","NA","NA"
"17-04-2018","e8ca6379","Trawler","Aachara",2,2.5,3,"NA","NA","NA","NA","NA","NA"
"17-04-2019","458de1b4","Trawler","Malvan",2,3,"NA","NA","NA","NA","NA","NA","NA"
"18-01-2018","92001d26","Trawler",,2,"NA","NA","NA","NA","NA","NA","NA","NA"
"18-03-2018","92001d26","Trawler","Devgad",2,3,3,"NA","NA","NA","NA","NA","NA"
"18-03-2019","00685705","Trawler","Aachara",2,2.5,"NA","NA","NA","NA","NA","NA","NA"
"18-04-2018","98b01671","Trawler","Off Malvan",2,3.5,"NA","NA","NA","NA","NA","NA","NA"
"18-12-2018","88d44a23","Trawler","Malvan",1,3,2,"NA","NA","NA","NA","NA","NA"
"19-01-2018","c51b36ef","Trawler",,3,"NA","NA","NA","NA","NA","NA","NA","NA"
"19-02-2018","98b01671","Trawler",,1,3,2.5,"NA","NA","NA","NA","NA","NA"
"19-02-2019","6070bb76","Trawler","Malvan",2,3.5,3.5,"NA","NA","NA","NA","NA","NA"
"19-04-2019","6879273a","Trawler","Devgad",3,"NA","NA","NA","NA","NA","NA","NA","NA"
"19-10-2018","c8f67792","Trawler","Vengurla",1,4,3.5,"NA","NA","NA","NA","NA","NA"
"19-11-2018","01b503f9","Trawler","Kavada Rock",2,3,3,"NA","NA","NA","NA","NA","NA"
"20-01-2018","be3db3fd","Trawler",,3,"NA","NA","NA","NA","NA","NA","NA","NA"
"20-01-2018","6ba5a40b","Trawler",,"NA","NA","NA","NA","NA","NA","NA","NA","NA"
"20-03-2018","98b01671","Trawler","Off Malvan",1,2,2.5,"NA","NA","NA","NA","NA","NA"
"20-12-2018","21d4d99a","Purse seine","Malvan",3,"NA","NA","NA","NA","NA","NA","NA","NA"
"20-12-2018","92001d26","Trawler","Vengurla",2,3,3,"NA","NA","NA","NA","NA","NA"
"21-01-2018","6c340e88","Trawler",,1,"NA","NA","NA","NA","NA","NA","NA","NA"
"21-01-2018","88d4d0b3","Trawler",,3,"NA","NA","NA","NA","NA","NA","NA","NA"
"21-01-2018","98b01671","Trawler",,3,"NA","NA","NA","NA","NA","NA","NA","NA"
"21-02-2019","3e86d36d","Trawler","Malvan",4,3,"NA","NA","NA","NA","NA","NA","NA"
"21-03-2019","3397aac0","Trawler",,"NA","NA","NA","NA","NA","NA","NA","NA","NA"
"21-04-2018","c35887a3","Trawler","Vengurla",1,4,2.75,"NA","NA","NA","NA","NA","NA"
"21-10-2018","92001d26","Trawler","Malvan",2,3.5,2,"NA","NA","NA","NA","NA","NA"
"22-03-2018","c35887a3","Trawler","Devgad",1,2,3,"NA","NA","NA","NA","NA","NA"
"23-01-2018","e8ca6379","Trawler",,4,"NA","NA","NA","NA","NA","NA","NA","NA"
"23-01-2018","1758ba33","Trawler",,2,"NA","NA","NA","NA","NA","NA","NA","NA"
"23-02-2019","5ebb79e8","Trawler","Malvan",2,"NA","NA","NA","NA","NA","NA","NA","NA"
"23-03-2018","98b01671","Trawler","Malvan - Devgad",2,1.5,2.1,"NA","NA","NA","NA","NA","NA"
"23-03-2019","04eb1e18","Trawler","Devgad",2,"NA","NA","NA","NA","NA","NA","NA","NA"
"23-10-2018","88d44a23","Trawler","Malvan - South",1,3,2.5,"NA","NA","NA","NA","NA","NA"
"23-11-2018","3397aac0","Trawler","Malvan",2,5,2,"NA","NA","NA","NA","NA","NA"
"23-11-2018","6c340e88","Trawler",,"NA","NA","NA","NA","NA","NA","NA","NA","NA"
"24-01-2018","98b01671","Trawler","Ratnagiri",3,"NA","NA","NA","NA","NA","NA","NA","NA"
"24-01-2019","77dae807","Trawler","Malvan",3,3,3,"NA","NA","NA","NA","NA","NA"
"24-03-2018","e8ca6379","Trawler","Devgad",2,1.5,2.3,"NA","NA","NA","NA","NA","NA"
"24-11-2018","c35887a3","Trawler",,1,4,"NA","NA","NA","NA","NA","NA","NA"
"24-12-2018","936a3142","Trawler","Juva Pankhol",2,3.4,2.5,"NA","NA","NA","NA","NA","NA"
"25-02-2019","01b503f9","Trawler","Malvan",2,3,"NA","NA","NA","NA","NA","NA","NA"
"25-03-2019","00685705","Trawler","Juva Pankhol",2,3,"NA","NA","NA","NA","NA","NA","NA"
"25-10-2018","ec3c5666","Trawler","Vengurla",2,3,3,"NA","NA","NA","NA","NA","NA"
"25-12-2018","cbf8ff9c","Trawler","Malvan",3,"NA","NA","NA","NA","NA","NA","NA","NA"
"26-01-2018","a1ad0549","Trawler",,4,"NA","NA","NA","NA","NA","NA","NA","NA"
"26-01-2018","c35887a3","Trawler",,2,"NA","NA","NA","NA","NA","NA","NA","NA"
"26-01-2018","9dbed04c","Trawler",,3,"NA","NA","NA","NA","NA","NA","NA","NA"
"26-01-2019","d12c9e85","Trawler","Malvan",1,2,3,"NA","NA","NA","NA","NA","NA"
"26-04-2018","98b01671","Trawler","Devbag",2,3,3,"NA","NA","NA","NA","NA","NA"
"26-04-2019","00685705","Trawler","Vengurla",2,"NA","NA","NA","NA","NA","NA","NA","NA"
"27-01-2018","c35887a3","Trawler",,1,"NA","NA","NA","NA","NA","NA","NA","NA"
"27-01-2018","f25d5069","Trawler",,3,"NA","NA","NA","NA","NA","NA","NA","NA"
"27-02-2019","328ad122","Trawler","Malvan",1,1,3,"NA","NA","NA","NA","NA","NA"
"27-10-2018","bbcc00bd","Trawler","Malvan",3,3,4,"NA","NA","NA","NA","NA","NA"
"27-11-2018","6422cff5","Trawler","Malvan",2,"NA","NA","NA","NA","NA","NA","NA","NA"
"28-01-2019","c8fce031","Trawler","Juva Pankhol",2,3,2,"NA","NA","NA","NA","NA","NA"
"28-02-2018","e8ca6379","Trawler",,2,3.5,3,"NA","NA","NA","NA","NA","NA"
"28-03-2018","98b01671","Trawler","Off Malvan",1,2,3,"NA","NA","NA","NA","NA","NA"
"28-04-2018","e8ca6379","Trawler","Devgad",2,4,4,"NA","NA","NA","NA","NA","NA"
"29-01-2018","da4c5e9a","Trawler",,4,"NA","NA","NA","NA","NA","NA","NA","NA"
"29-03-2018","e8ca6379","Trawler","Devgad",2,2.5,4,"NA","NA","NA","NA","NA","NA"
"29-03-2019","c927ea29","Trawler","Aachara",3,3,3,"NA","NA","NA","NA","NA","NA"
"29-04-2018","4d39e346","Purse seine",,"NA","NA","NA","NA","NA","NA","NA","NA","NA"
"29-04-2018","f25d5069","Trawler",,3,3,5,"NA","NA","NA","NA","NA","NA"
"29-04-2019","6f42dd9d","Trawler","Ate",5,5,"NA","NA","NA","NA","NA","NA","NA"
"29-11-2018","ec3c5666","Trawler","Malvan",1,3,3,"NA","NA","NA","NA","NA","NA"
"30-01-2019","35f4a08f","Trawler","Malvan",2,3,3,"NA","NA","NA","NA","NA","NA"
"30-04-2018","98b01671","Trawler","Malvan - North",2,3.5,"NA","NA","NA","NA","NA","NA","NA"
